,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,60,20,20,127.48,5.91401729671,30.927251366407912,-528.5355328547797,16.68498082442044
