,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,150,25,40,20,127.48,5.91827762498,31.35255462064944,-521.3658497196974,16.712101175500607
