,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,15,60,10.9,245.13,8.1180873955,30.43169978764602,-537.1422363766209,23.27997771374676
