,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,40,35,20,127.48,6.72217700458,24.10385350064664,-678.1551041305324,18.810220805478934
