,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,150,25,40,40,56.71,5.91827762498,15.758938978275465,-1037.262172485861,15.68030852996828
