,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,30,20,20,127.48,6.44444790217,26.0893769133808,-626.5443339236843,18.08025503866263
