,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,130,50,20,20,127.48,5.26839131542,39.08900387403581,-418.1777395339503,14.968818467192097
