,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,5,60,10.9,245.13,9.14489345402,24.102182103839976,-678.2021316681464,26.078276098723705
