,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,15,50,10.9,245.13,7.97662359468,31.45137766652462,-519.7276715187011,22.8904154410026
