,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,50,35,20,127.48,6.51754668611,28.847346214269827,-566.6431552928159,18.419353747744367
