,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,30,50,20,127.48,7.29073221497,20.547767091761635,-795.5195913833335,20.281157462143334
