,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,130,10,35,20,127.48,7.01755602634,22.324282320816504,-732.2139653034216,19.58824014841316
