,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,5,50,10.9,0,9.01258403904,24.75196995432494,-660.3979930018435,25.716956131116312
