,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,80,4,60,10.9,0,10.3831167989,18.6513854083056,-876.4041342150948,29.39654212826981
