,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,20,20,20,127.48,6.7992801711,23.473288039979533,-696.3724576138408,19.00509559807232
