,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,100,40,50,20,127.48,7.00795267823,22.251960380973212,-734.5937616649309,19.55467051136014
