,cross_length (um),cross_width (um),cross_gap (um),Lj (nH),Cj (fF),qubit_freq (GHz),ratio,alpha (MHz),w03 (GHz)
0,175,20,30,20,127.48,4.47114966671,55.198051007323336,-296.1363849333995,12.8211762302632
